0	0   0	86	1	2
0	0	0	119	1.2	1
0	0	0	115	1.2	1
0	0	0	113	1.2	1
0	0	0	111	1.2	1
0	0	0	109	1.2	2
0	0	0	107	1.2	1
0	0	0	106	1.2	2
0	0	0	102	1.2	1
0	0	0	102	-0.8	1
0	0	0	99	1.2	1
0	1	0	94	0	1
0	1	0	89	0	1
0	1	0	87	0	1
0	1	0	84	0	1
0	1	0	82	0	1
0	1	0	80	0	1
0	1	0	79	0	1
0	1	0	76	0	1
0	1	0	75	0	1
0	1	0	73	0	1
0	1	0	72	0	1
0	1	0	70	0	1
0	1	0	69	0	1
0	1	0	67	0	1
0	0	0	65	1.2	1
0	0	0	63	1.2	1
0	0	0	61	1.2	1
0	0	0	60	1.2	1
0	0	0	58	1.2	1
0	0	0	57	1.2	1
0	0	0	55	1.2	1
0	0	0	54	1.2	1
0	0	1	52	0	1
0	0	1	51	0	1
0	0	1	49	0	1
0	0	1	48	0	1
0	0	0	46	1.2	1
0	0	0	44	1.2	1
0	0	0	42	1.2	1
0	0	0	39	1.2	1
0	0	0	38	1.2	1
0	0	0	37	1.2	1
0	0	0	35	1.2	1
0	0	0	34	1.2	1
0	0	0	0	0.2	0
0	0	0	27	-0.8	1
0	0	0	24	1.2	1
0	0	0	23	1.2	1
0	0	0	20	1.2	1
0	0	0	21	-0.8	1
0	0	0	15	0.2	1
0	0	0	11	0.2	1
1	0	0	7	-1	1
1	1	0	4	-1	2
1	1	1	5	-3	0
1	1	1	0	-1	2
1	1	1	241	-2	2
1	1	1	11	-1.2	1
1	1	1	3	-1	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	4	-3	2
1	1	1	5	-3	0
1	1	1	0	-1	2
1	1	1	0	-3	0
1	1	1	0	-3	2
1	1	1	0	-3	0
1	1	1	0	-3	2
1	1	1	192	-2	2
1	1	1	6	-1.2	1
1	1	0	4	-1	1
1	1	0	4	-3	1
1	1	0	3	-1	2
1	1	0	3	-3	0
1	1	0	4	-3	2
1	1	0	3	-1	0
1	1	0	3	-3	2
1	1	0	3	-3	0
1	1	0	3	-3	2
1	1	0	3	-3	0
1	1	0	3	-3	2
1	1	0	4	-3	1
1	1	0	0	-1	0
1	1	0	8	-3	1
1	1	0	5	-1	1
1	1	0	10	-3	1
1	1	0	11	-3	1
1	1	1	4	-1	2
1	1	1	4	-3	1
1	1	1	0	-1	2
1	1	1	0	-3	0
1	1	0	6	-3	1
1	1	0	7	-3	1
1	1	0	8	-3	1
1	1	0	2	-1	2
1	1	0	2	-3	0
1	1	0	3	-3	2
1	1	0	3	-3	0
1	1	0	4	-3	2
1	1	0	4	-3	1
1	1	0	3	-1	2
1	1	0	3	-3	0
1	1	0	3	-3	2
1	1	0	3	-3	0
0	1	1	3	-3	2
0	1	1	3	-3	0
0	1	1	139	-2	2
0	0	1	8	-1	1
0	0	1	53	-2	1
0	0	1	50	0	1
0	0	1	48	0	1
0	0	0	49	-0.8	1
0	0	0	48	1.2	1
0	0	0	48	-0.8	1
0	0	0	48	-0.8	1
0	0	0	48	-0.8	1
0	0	0	49	-0.8	1
0	0	0	50	-0.8	1
0	0	0	48	1.2	1
0	0	0	48	-0.8	1
0	0	0	46	1.2	1
0	0	0	45	1.2	1
0	0	0	46	-0.8	1
0	0	0	45	1.2	1
0	0	0	42	1.2	1
0	0	0	42	-0.8	1
0	0	0	40	1.2	1
0	0	0	37	1.2	1
0	0	0	36	1.2	1
0	0	0	33	1.2	1
0	0	0	34	-0.8	1
0	0	0	32	1.2	1
0	0	0	29	1.2	1
0	0	0	27	1.2	1
0	0	0	26	1.2	1
0	0	0	25	1.2	1
0	0	0	26	-0.8	1
0	0	0	21	1.2	1
0	0	0	20	1.2	1
0	0	0	17	1.2	1
0	0	0	16	1.2	1
0	0	0	13	0.2	1
0	0	0	12	0.2	1
0	0	0	14	-1.8	1
0	0	0	11	0.2	1
0	0	1	6	-1	1
0	1	1	5	-1	1
0	1	1	4	-1	1
0	1	1	2	-1	0
0	1	1	2	-3	1
0	1	1	2	-3	1
0	1	1	2	-3	1
0	1	1	2	-3	1
0	1	1	3	-3	1
0	1	1	3	-3	1
1	1	1	16	-2	1
1	1	1	3	-1	2
1	1	1	3	-3	2
1	1	1	3	-3.2	2
1	1	1	3	-3.2	2
1	1	1	3	-3.2	2
1	1	1	3	-3.2	2
1	1	1	4	-3.2	2
1	1	1	4	-3.2	2
1	1	1	3	-1.2	0
1	1	1	4	-3	2
1	1	1	4	-3	0
1	1	1	4	-3	2
1	1	1	4	-3	0
1	1	1	4	-3	2
1	1	1	4	-3	0
1	1	1	4	-3	2
1	1	1	4	-3	0
1	1	1	6	-3	2
1	1	1	4	-1	0
1	1	1	6	-3	2
1	1	0	5	-1	1
1	1	0	8	-3	1
1	1	0	5	-1	1
1	1	0	4	-1	1
1	1	0	3	-1	0
1	1	0	3	-3	2
1	1	0	3	-3	0
1	1	0	4	-3	2
1	1	0	5	-3	1
1	1	0	5	-3	1
1	1	0	6	-3	1
1	0	0	6	-3	1
1	0	0	8	-3	1
1	0	0	10	-3	1
1	0	0	0	-1	0
1	0	0	35	-2	1
1	0	0	35	-2	1
1	0	0	33	0	1
0	0	0	32	1.2	1
0	0	0	31	1.2	1
0	0	0	29	1.2	1
0	0	0	28	1.2	1
0	0	0	27	1.2	1
0	0	0	24	1.2	1
0	0	0	23	1.2	1
0	0	0	21	1.2	1
0	0	0	19	1.2	1
0	0	0	17	1.2	1
0	0	0	16	1.2	1
0	0	0	14	0.2	1
0	0	0	13	0.2	1
0	0	0	12	0.2	1
0	0	0	9	0.2	1
0	0	0	16	-0.8	1
1	1	0	3	-1	0
1	1	1	90	-2	1
1	1	1	7	-1	1
1	1	1	6	-1	1
1	1	1	16	-2	1
1	1	1	0	-1	0
1	1	1	0	-3	2
1	1	1	87	-2	1
1	1	1	4	-1	2
1	1	1	5	-3	2
1	1	1	5	-3.2	2
1	1	1	5	-3.2	2
1	1	1	0	-1.2	0
1	1	1	0	-3	2
1	1	1	5	-3	2
0	1	1	3	-1.2	0
0	1	1	2	-1	2
0	1	1	3	-3	0
1	1	1	2	-1	2
1	1	1	2	-3	0
1	1	0	2	-3	2
1	1	0	8	-3	1
1	1	0	40	-2	1
1	1	0	8	-1	1
1	1	0	4	-1	1
1	1	0	6	-3	1
1	1	0	3	-1	2
1	1	0	4	-3	1
1	1	0	6	-3	1
1	1	0	6	-3	1
1	1	0	4	-1	1
1	1	1	3	-1	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	4	-3	2
1	1	1	4	-3	2
1	1	1	7	-3.2	1
1	1	1	7	-3	1
1	1	1	10	-3	1
1	1	1	0	-1	2
1	1	1	0	-3	0
1	1	1	0	-3	2
1	1	1	0	-3	0
1	1	1	0	-3	2
1	1	1	4	-3	2
1	1	1	4	-3.2	2
1	1	1	4	-3.2	2
1	1	1	4	-3.2	2
1	1	1	0	-1.2	0
1	0	1	3	-3	1
1	1	1	3	-3	2
1	1	1	3	-3	2
1	1	1	3	-3.2	2
1	1	1	2	-1.2	2
1	1	1	3	-3.2	2
1	1	1	3	-3.2	2
1	1	0	3	-3.2	1
1	1	0	19	-2	1
1	1	0	21	-2	1
1	1	0	5	-1	1
1	1	0	4	-1	1
1	1	0	4	-3	1
1	1	0	2	-1	2
1	1	0	3	-3	2
1	1	0	3	-3.2	2
1	1	0	2	-1.2	2
1	1	0	3	-3.2	2
1	1	0	2	-1.2	2
1	1	0	3	-3.2	2
1	1	0	3	-3.2	2
1	1	1	5	-3.2	2
1	1	1	4	-1.2	2
1	1	1	7	-3.2	1
1	1	1	3	-1	2
1	1	1	3	-3	2
1	1	0	3	-3.2	1
1	1	0	2	-1	2
1	1	0	2	-3	2
1	1	0	2	-3.2	2
1	1	0	2	-3.2	1
1	1	0	3	-3	1
1	1	0	3	-3	1
1	1	0	3	-3	1
1	1	0	4	-3	1
1	0	0	6	-3	1
1	0	0	0	-1	0
1	0	0	0	-3	0
1	0	0	0	-3.2	0
1	0	0	0	-3.2	0
1	0	0	0	-3.2	0
1	0	0	10	-3.2	1
1	0	0	0	-1	0
1	0	0	5	-3	1
1	1	0	4	-1	1
1	1	0	3	-1	2
1	1	0	2	-1	0
1	1	0	3	-3	2
1	0	1	6	-3	1
1	0	1	0	-1	0
1	0	1	0	-3	2
1	0	1	0	-3	0
1	0	1	0	-3	2
1	1	1	0	-3	0
1	0	1	77	-2	1
1	0	1	0	-1	0
1	1	1	0	-3	2
1	1	1	3	-3	0
0	1	1	3	-3	1
0	1	1	3	-3	2
0	1	1	2	-1	0
0	1	1	4	-3	1
0	0	1	7	-3	1
0	0	1	41	-2	1
0	0	1	41	-2	1
0	0	1	9	-1	1
0	0	1	6	-1	1
0	0	1	5	-1	1
0	1	1	4	-1	2
0	1	1	4	-3	1
0	1	0	3	-1	1
0	1	0	3	-3	1
1	1	1	3	-3	2
1	1	1	3	-3	2
1	1	1	0	-1.2	0
1	1	1	0	-3	2
1	1	1	0	-3	0
1	1	1	0	-3	2
1	1	1	0	-3	0
1	1	1	0	-3	2
1	1	1	5	-3	2
1	1	1	5	-3.2	1
1	1	0	2	-1	2
1	1	0	2	-3	2
1	1	0	6	-3.2	1
1	0	0	0	-1	0
1	0	0	183	-2	2
0	0	0	177	1.2	2
0	0	0	178	-1	2
0	0	0	179	-1	2
0	0	0	181	-1	2
0	0	0	183	-1	2
0	0	0	186	-1	2
0	0	0	212	-1	1
0	0	0	209	1.2	1
0	0	0	207	1.2	1
0	0	0	205	1.2	1
0	0	0	203	1.2	1
0	0	0	203	-0.8	1
0	0	0	203	-0.8	1
0	0	0	203	-0.8	1
0	0	0	205	-0.8	1
0	0	0	208	-0.8	1
0	0	0	210	-0.8	1
0	0	0	209	1.2	1
0	0	0	207	1.2	2
0	0	0	206	1.2	2
0	0	0	206	-1	2
0	0	0	203	1	2
0	0	0	55	1	1
0	0	0	201	-0.8	2
0	0	0	200	1.2	2
0	0	0	203	-1	2
0	0	0	21	1	1
0	0	0	18	1.2	1
0	0	0	17	1.2	1
0	0	0	16	1.2	1
0	0	0	15	0.2	1
0	0	0	14	0.2	1
0	0	0	14	-1.8	1
0	0	0	12	0.2	1
0	0	0	11	0.2	1
0	0	0	10	0.2	1
0	0	0	8	0.2	1
0	0	0	6	0.2	1
1	0	0	5	-1	1
1	1	0	2	-1	0
1	1	1	4	-3	2
1	1	1	4	-3	0
1	1	1	6	-3	2
1	1	1	7	-3	1
1	1	1	10	-3	1
1	1	1	9	-1	1
1	1	1	0	-1	0
1	1	1	0	-3	2
1	1	1	0	-3	0
1	1	1	0	-3	2
1	1	1	0	-3	0
1	1	1	0	-3	2
1	1	1	0	-3	0
1	1	1	0	-3	2
1	1	1	0	-3	0
1	1	1	0	-3	2
1	1	1	5	-3	2
1	1	1	3	-1.2	2
1	1	1	4	-3.2	2
1	1	1	0	-1.2	0
1	1	1	0	-3	2
1	1	1	3	-3	2
1	1	1	2	-1.2	0
0	1	1	3	-3	2
0	1	1	4	-3	1
0	1	1	2	-1	2
1	1	1	4	-3	2
1	1	1	2	-1.2	2
1	1	0	2	-3.2	2
1	1	0	3	-3.2	2
1	1	0	4	-3.2	1
1	1	0	5	-3	1
1	0	0	6	-3	1
1	0	0	7	-3	1
1	0	0	12	-3	1
1	0	0	15	-3	1
1	0	0	22	-2	1
1	0	0	18	0	1
1	0	0	11	-1	1
0	0	0	9	0.2	1
0	0	0	16	-0.8	1
0	0	0	8	0.2	1
0	0	0	7	0.2	1
0	0	0	6	0.2	1
1	1	0	34	-2	1
1	1	0	3	-1	2
1	1	0	4	-3	1
1	1	1	17	-2	1
1	1	1	3	-1	2
1	1	1	4	-3	2
1	1	1	4	-3.2	2
1	1	1	4	-3.2	2
1	1	1	4	-3.2	2
1	1	1	4	-3.2	2
1	1	1	4	-3.2	2
1	1	1	4	-3.2	2
1	1	1	4	-3.2	2
1	0	1	4	-3.2	1
1	0	1	4	-3	1
1	0	1	3	-1	2
1	1	1	3	-3	2
1	1	1	3	-3.2	2
1	1	1	0	-1.2	0
1	1	0	8	-3	1
1	1	0	3	-1	2
1	1	0	3	-3	1
1	1	0	3	-3	2
1	1	0	3	-3	1
1	1	0	2	-1	2
1	1	0	2	-3	2
1	1	0	2	-3.2	2
1	1	0	2	-3.2	2
1	1	0	3	-3.2	1
1	1	0	3	-3	1
1	1	0	4	-3	1
1	1	0	5	-3	1
1	1	0	4	-1	1
1	1	0	4	-3	1
1	1	0	4	-3	1
1	1	0	5	-3	1
1	1	0	6	-3	1
1	1	0	18	-2	1
1	1	0	4	-1	1
1	1	0	3	-1	2
1	1	0	3	-3	1
1	1	0	3	-3	2
1	1	0	3	-3	1
1	1	0	4	-3	1
1	1	0	3	-1	2
1	1	1	4	-3	2
1	0	1	0	-1.2	2
1	1	1	7	-3.2	1
1	1	1	4	-1	2
1	1	1	4	-3	2
1	1	1	4	-3.2	2
1	1	1	4	-3.2	2
1	1	1	4	-3.2	2
1	0	1	4	-3.2	1
1	0	1	3	-1	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	0	2	-1	2
1	1	0	2	-3.2	2
1	1	0	3	-3.2	1
1	1	0	3	-3	2
1	1	0	3	-3	1
1	1	0	3	-3	2
1	1	0	2	-1	2
1	1	0	3	-3.2	2
1	1	0	3	-3.2	2
1	1	0	3	-3.2	2
1	1	0	3	-3.2	2
1	1	0	2	-1.2	2
1	1	0	3	-3.2	2
1	1	0	3	-3.2	2
1	1	0	3	-3.2	2
1	1	0	3	-3.2	2
1	1	0	3	-3.2	2
1	1	0	3	-3.2	2
1	1	0	4	-3.2	1
1	1	0	18	-2	1
1	1	0	4	-1	2
1	1	0	4	-3	1
1	1	0	5	-3	1
1	1	0	6	-3	1
1	0	0	7	-3	1
1	0	0	8	-3	1
1	0	0	10	-3	1
1	0	0	8	-1	1
1	0	0	10	-3	1
1	0	0	6	-1	1
1	1	0	5	-1	1
1	1	0	6	-3	1
1	1	0	5	-1	1
1	1	0	5	-3	1
1	1	0	5	-3	1
1	1	0	4	-1	1
1	1	0	9	-3	1
1	1	0	4	-1	1
1	1	0	10	-3	1
1	1	0	3	-1	1
1	1	0	3	-3	1
1	1	0	3	-3	1
1	1	0	2	-1	0
1	1	1	3	-3	2
1	1	1	4	-3	1
1	1	1	3	-1	0
1	1	1	4	-3	2
1	1	1	5	-3	1
1	1	1	6	-3	1
1	1	1	0	-1	2
1	1	1	4	-3	0
1	1	1	3	-1	2
1	1	1	3	-3	0
1	1	1	4	-3	2
1	0	1	3	-1	1
1	1	1	5	-3	0
1	1	1	5	-3	2
1	1	1	10	-3	1
1	1	1	6	-1	1
1	1	1	3	-1	0
1	1	1	3	-3	2
1	0	1	3	-3	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	1	4	-3	0
1	1	1	3	-1	2
1	1	1	4	-3	0
1	1	1	6	-3	2
1	1	1	3	-1	0
1	1	1	3	-3	2
1	1	1	4	-3	0
0	1	1	1	-1	2
0	1	1	2	-3	0
0	1	1	3	-3	2
0	1	1	5	-3	1
0	1	1	6	-3	1
0	0	1	8	-3	1
0	0	1	23	-2	1
0	0	1	22	0	1
0	0	1	18	0	1
0	0	1	15	-1	1
0	0	1	17	-2	1
0	0	1	15	-1	1
0	0	1	16	-2	1
0	0	1	13	-1	1
0	0	1	13	-3	1
0	0	1	14	-3	1
0	0	1	13	-1	1
0	0	1	13	-3	1
0	0	1	13	-3	1
1	0	1	12	-1	1
1	0	1	11	-1	1
1	0	1	15	-3	1
1	0	1	55	-2	1
1	0	1	11	-1	1
1	1	1	11	-3	1
1	1	1	7	-1	2
1	1	1	6	-1	0
1	1	1	5	-1	2
1	1	1	5	-3	0
1	1	1	6	-3	2
1	1	1	6	-3	0
1	1	1	5	-1	2
1	1	1	6	-3	0
1	1	1	5	-1	2
1	1	1	5	-3	0
1	1	1	5	-3	2
1	1	1	5	-3	0
1	1	1	5	-3	2
1	1	1	4	-1	0
1	1	1	3	-1	2
0	1	1	3	-3	0
1	1	0	3	-3	0
1	1	0	3	-3.2	0
1	1	0	3	-3.2	0
1	1	0	5	-3.2	1
1	1	0	5	-3	1
1	0	0	0	-1	0
1	0	0	0	-3	0
1	0	0	208	-2.2	2
1	0	0	210	-2	1
1	0	0	0	-1	0
1	0	0	0	-3	0
1	1	0	0	-3.2	0
1	1	0	5	-3.2	1
1	1	0	3	-1	2
1	1	0	3	-3	1
1	1	1	2	-1	2
1	0	1	0	-1	2
1	0	1	0	-3.2	2
1	0	1	0	-3.2	2
1	0	1	0	-3.2	2
1	0	1	0	-3.2	2
1	0	1	0	-3.2	2
1	0	1	0	-3.2	2
1	0	1	0	-3.2	2
1	0	1	0	-3.2	2
1	0	1	5	-3.2	1
1	0	1	5	-3	1
1	0	1	9	-3	1
1	1	1	3	-1	0
1	1	1	3	-3	2
1	1	1	2	-1	0
1	1	1	3	-3	2
1	1	1	2	-1	0
1	1	1	2	-3	2
1	1	1	2	-3	0
1	1	1	2	-3	2
1	1	1	2	-3	0
1	1	1	3	-3	1
1	1	1	3	-3	0
1	1	1	4	-3	1
1	1	1	2	-1	0
1	1	1	4	-3	1
1	0	1	7	-3	1
1	0	1	6	-1	1
1	0	1	6	-3	1
1	0	1	4	-1	1
1	0	1	3	-1	0
1	1	1	4	-3	2
1	0	1	3	-1	1
1	0	1	8	-3	1
1	0	1	14	-3	1
1	0	1	8	-1	1
1	0	1	14	-3	1
1	0	1	8	-1	1
1	0	1	13	-3	1
1	0	1	8	-1	1
1	0	1	8	-3	1
1	0	1	0	-1	0
1	0	1	0	-3	2
1	0	1	0	-3	0
1	0	1	0	-3	2
1	0	1	0	-3	0
1	0	1	0	-3	2
1	0	1	7	-3	1
1	0	1	5	-1	1
1	0	1	4	-1	1
1	0	1	5	-3	1
1	0	1	5	-3	1
1	0	1	4	-1	1
1	1	1	2	-1	0
1	1	0	8	-3	1
1	1	0	0	-1	0
1	1	0	0	-3	0
1	1	0	5	-3.2	1
1	1	0	2	-1	0
1	1	1	2	-3	2
1	1	1	3	-3	0
1	0	1	4	-3	1
1	0	1	0	-1	0
1	1	1	7	-3	1
1	1	1	8	-3	1
1	0	1	0	-1	0
1	0	1	8	-3	1
1	0	1	0	-1	0
1	0	1	0	-3	2
1	1	1	2	-3	0
1	1	1	3	-3	2
0	1	1	3	-3	1
0	1	1	2	-1	0
1	1	1	2	-3	2
1	1	1	2	-3	0
1	1	1	2	-3	2
1	1	0	2	-3	0
1	1	0	3	-3	0
1	1	0	4	-3.2	2
1	1	0	5	-3	1
1	1	0	0	-1	0
1	1	0	7	-3	1
1	1	0	5	-1	1
1	1	0	5	-3	1
1	1	0	3	-1	0
1	1	0	3	-3	0
1	1	0	3	-3.2	0
0	1	0	3	-3.2	1
0	1	1	3	-3	0
0	1	1	5	-3	1
0	0	1	7	-3	1
0	0	1	12	-3	1
0	0	1	33	-2	1
0	0	1	31	0	1
0	0	1	28	0	1
0	0	1	27	0	1
0	0	0	26	1.2	1
0	0	0	25	1.2	1
0	0	0	24	1.2	1
0	0	0	25	-0.8	1
0	0	0	22	1.2	1
0	0	0	20	1.2	1
0	0	0	19	1.2	1
0	0	0	17	1.2	1
0	0	0	16	1.2	1
0	0	0	28	-0.8	1
0	0	0	12	0.2	1
0	0	1	11	-1	1
0	0	1	9	-1	1
0	0	1	8	-1	1
0	0	1	6	-1	1
1	1	1	3	-1	0
0	1	1	2	-1	2
1	1	1	2	-3	0
1	1	1	3	-3	2
1	1	1	0	-1	0
1	1	1	7	-3	2
1	1	1	4	-1	0
1	1	1	3	-1	2
1	1	1	3	-3	0
1	1	1	4	-3	2
1	1	1	4	-3	0
1	1	1	4	-3	2
1	1	1	5	-3	0
1	1	1	6	-3	2
1	1	1	5	-1	0
1	1	1	6	-3	2
1	1	1	7	-3	1
1	1	1	9	-3	1
1	1	1	4	-1	0
1	1	1	3	-1	2
1	1	1	2	-1	0
1	1	1	2	-3	2
1	1	1	2	-3	0
1	1	1	2	-3	2
1	1	1	2	-3	0
1	1	1	3	-3	2
1	1	1	2	-1	0
1	1	1	2	-3	2
1	1	1	2	-3	0
1	1	1	2	-3	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	1	2	-1	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	4	-3	2
1	1	1	5	-3	0
1	0	1	8	-3	1
1	0	1	34	-2	1
1	0	1	10	-1	1
1	0	1	10	-3	1
1	0	1	15	-3	1
1	0	1	16	-2	1
1	0	1	21	-2	1
1	1	1	5	-1	0
0	1	0	4	-1	1
0	1	0	4	-3	1
0	1	0	4	-3	1
0	1	0	5	-3	1
1	1	0	0	-1	0
1	1	0	0	-3	0
1	1	1	5	-3.2	2
1	0	1	10	-3	1
1	1	1	3	-1	0
1	1	1	3	-3	2
1	0	1	4	-3	1
1	1	1	2	-1	0
1	1	1	5	-3	2
1	1	1	3	-1	0
1	1	1	3	-3	2
1	1	0	3	-3	1
1	1	0	3	-3	0
1	1	0	3	-3	0
1	1	0	3	-3.2	2
1	1	0	4	-3	1
1	1	0	4	-3	1
1	1	0	4	-3	1
1	1	0	4	-3	1
1	1	0	4	-3	1
1	1	0	3	-1	2
1	1	0	3	-3	1
1	1	0	3	-3	2
1	1	0	4	-3	1
1	1	1	3	-1	0
1	1	1	0	-1	2
1	1	1	7	-3	1
1	1	1	3	-1	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	0	1	3	-3	2
1	0	1	4	-3	1
1	0	1	3	-1	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	1	4	-3	0
1	1	1	4	-3	2
1	1	1	3	-1	0
1	1	1	4	-3	2
1	1	1	4	-3	0
1	0	1	3	-1	2
1	0	1	3	-3	0
1	0	1	3	-3	2
1	0	1	3	-3	0
1	0	1	3	-3	2
1	0	1	3	-3	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	0	1	3	-3	1
1	0	1	3	-3	1
1	1	1	3	-3	0
1	0	1	3	-3	1
1	0	1	3	-3	1
1	0	1	3	-3	1
1	0	1	2	-1	0
1	0	1	2	-3	1
1	0	1	3	-3	1
1	0	1	3	-3	1
1	0	1	2	-1	0
1	1	1	3	-3	1
0	1	1	3	-3	0
0	1	1	2	-1	1
0	1	1	2	-3	0
0	1	1	3	-3	1
0	1	1	4	-3	1
0	1	1	5	-3	1
0	1	1	8	-3	1
0	0	1	57	-2	1
0	0	1	23	0	1
0	0	1	19	0	1
0	0	1	19	-2	1
0	0	1	17	0	1
0	0	1	15	-1	1
0	0	1	16	-2	1
0	0	0	13	0.2	1
0	0	0	12	0.2	1
0	0	0	11	0.2	1
0	0	0	9	0.2	1
0	0	0	9	-1.8	1
0	0	0	7	0.2	1
0	0	0	5	0.2	1
0	1	0	4	-1	1
1	1	1	2	-1	0
1	1	1	4	-3	2
1	1	1	9	-3	1
1	1	1	4	-1	0
1	1	1	3	-1	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	3	-3	2
1	1	1	4	-3	0
1	1	1	4	-3	2
1	1	1	3	-1	0
1	1	1	4	-3	2
1	1	1	4	-3	0
1	1	1	4	-3	2
1	1	1	4	-3	0
1	1	0	0	-1	0
1	1	0	3	-3.2	0
1	1	0	2	-1.2	0
1	1	0	3	-3.2	0
1	1	0	3	-3.2	0
1	1	1	3	-3.2	2
1	1	1	4	-3	0
1	0	1	9	-3	1
1	0	1	16	-2	1
1	0	1	9	-1	1
0	1	0	4	-1	1
0	0	0	6	-1.8	1
0	0	0	8	-1.8	1
0	0	0	7	0.2	1
0	0	0	5	0.2	1
0	0	0	6	-1.8	1
0	0	0	7	-1.8	1
0	0	0	7	-1.8	1
1	0	0	8	-3	1
1	0	0	13	-3	1
1	0	1	9	-1	1
1	0	1	17	-2	1
1	1	1	4	-1	0
1	1	1	4	-3	2
1	1	1	6	-3	0
1	1	1	10	-3	1
1	1	1	5	-1	0
1	1	1	8	-3	2
1	1	1	6	-1	0
1	1	1	6	-3	2
1	1	1	5	-1	0
1	1	1	5	-3	2
1	1	1	5	-3	0
1	1	1	5	-3	1
1	1	1	5	-3	0
1	1	1	9	-3	1
1	1	1	5	-1	0
1	1	1	4	-1	1
1	1	1	7	-3	1
1	1	1	3	-1	0
1	1	1	3	-3	2
1	1	1	4	-3	0
1	1	1	4	-3	2
1	1	1	4	-3	0
1	1	1	4	-3	2
1	1	1	5	-3	0
1	1	1	5	-3	2
1	1	1	6	-3	0
1	0	1	16	-2	1
1	0	1	12	-1	1
1	0	1	8	-1	1
1	0	1	10	-3	1
1	0	1	13	-3	1
1	1	1	6	-1	1
1	1	1	5	-1	0
1	1	1	5	-3	2
1	1	1	3	-1	0
1	1	1	19	-2	1
1	1	1	14	-1	1
1	1	1	13	-1	1
1	1	1	13	-3	1
1	1	1	13	-3	1
1	1	1	13	-3	1
1	1	1	13	-3	1
1	1	1	0	-1	0
1	1	1	0	-3	2
1	1	1	0	-3	0
1	1	1	14	-3	1
1	1	1	0	-1	0
1	1	1	0	-3	2
1	1	1	8	-3	1
1	1	1	7	-1	2
1	1	1	0	-1	0
1	1	1	0	-3	2
1	1	1	0	-3	0
1	1	1	6	-3	2
0	1	1	3	-1	0
0	1	1	3	-3	2
0	1	1	4	-3	0
0	0	1	8	-3	1
0	0	1	17	-2	1
0	0	1	14	-1	1
0	0	1	15	-3	1
0	0	1	15	-3	1
0	0	1	10	-1	1
0	0	1	9	-1	1
0	0	0	8	0.2	1
0	0	0	8	-1.8	1
0	0	0	6	0.2	1
0	1	0	4	-1	1
1	1	0	3	-1	0
1	1	1	3	-3	2
1	1	1	7	-3	1
1	1	1	5	-1	0
1	1	1	4	-1	2
1	1	1	4	-3	0
1	1	1	4	-3	2
1	1	1	5	-3	0
1	1	1	4	-1	2
1	1	1	4	-3	0
1	1	1	4	-3	2
1	1	1	5	-3	0
1	1	1	4	-1	2
1	1	1	4	-3	0
1	1	1	4	-3	2
1	1	1	4	-3	0
1	1	1	4	-3	2
1	1	1	6	-3	0
1	1	1	24	-2	1
1	1	1	8	-1	1
1	1	1	7	-1	2
1	1	1	7	-3	1
1	1	1	5	-1	0
1	1	1	3	-1	2
1	1	1	4	-3	0
1	1	1	4	-3	2
1	1	1	0	-1	0
1	1	1	7	-3	2
1	1	1	3	-1	0
1	1	1	4	-3	2
1	1	1	4	-3	0
1	1	1	4	-3	2
1	1	1	4	-3	0
1	1	1	4	-3	2
1	1	1	4	-3	0
1	1	1	5	-3	2
1	1	1	6	-3	0
1	1	1	6	-3	2
1	1	1	13	-3	1
1	1	1	0	-1	0
1	1	1	14	-3	2
1	1	1	5	-1	0
1	1	1	5	-3	2
1	1	1	5	-3	0
1	1	1	5	-3	2
1	1	1	3	-1	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	4	-3	2
1	1	1	3	-1	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	4	-3	2
1	1	1	3	-1	0
1	1	1	3	-3	2
1	1	1	3	-3	0
1	1	1	4	-3	2
1	1	1	3	-1	0
