2019-01-11 17:17:05.628200	S_L		S_M		S_R		Dis_1		Dis_2		Act
2019-01-11 17:18:23.997198	0		0		0		103		175		w
2019-01-11 17:18:24.152707	0		0		0		104		120		w
2019-01-11 17:18:24.307896	0		0		0		101		111		w
2019-01-11 17:18:24.465772	0		1		0		105		145		w
2019-01-11 17:18:24.623197	0		0		0		105		137		w
2019-01-11 17:18:24.778007	0		0		1		111		85		a
2019-01-11 17:18:24.927550	0		0		1		44		80		a
2019-01-11 17:18:25.078867	0		0		0		41		112		a
2019-01-11 17:18:25.230084	0		1		0		42		109		a
2019-01-11 17:18:25.383746	0		0		0		73		114		w
2019-01-11 17:18:25.540720	0		0		0		129		105		w
2019-01-11 17:18:25.696742	0		0		0		129		102		w
2019-01-11 17:18:25.852045	0		0		0		124		98		w
2019-01-11 17:18:26.007852	0		0		0		120		109		w
2019-01-11 17:18:26.162042	0		0		0		119		83		w
2019-01-11 17:18:26.316205	0		0		0		116		79		w
2019-01-11 17:18:26.468359	0		0		0		86		74		w
2019-01-11 17:18:26.625195	0		0		0		124		122		w
2019-01-11 17:18:26.781628	0		0		0		125		114		w
2019-01-11 17:18:26.937962	0		0		0		132		107		w
2019-01-11 17:18:27.093931	0		0		0		134		98		w
2019-01-11 17:18:27.319661	0		1		0		0		95		w
2019-01-11 17:18:27.475417	1		0		0		150		80		w
2019-01-11 17:18:27.646866	0		0		0		0		71		w
2019-01-11 17:18:27.840251	0		0		0		0		61		w
2019-01-11 17:18:28.005496	0		0		0		0		56		w
2019-01-11 17:18:28.152294	0		0		0		16		48		a
2019-01-11 17:18:28.298044	0		0		0		19		40		a
2019-01-11 17:18:28.462318	0		0		0		21		0		a
2019-01-11 17:18:28.613235	0		0		0		58		87		w
2019-01-11 17:18:28.763545	0		0		0		52		85		w
2019-01-11 17:18:28.920051	0		0		0		49		190		w
2019-01-11 17:18:29.076088	0		0		0		44		180		w
2019-01-11 17:18:29.231553	1		0		0		44		170		w
2019-01-11 17:18:29.386227	1		0		0		39		161		w
2019-01-11 17:18:29.540634	0		0		0		44		153		w
2019-01-11 17:18:29.693962	0		0		0		35		143		w
2019-01-11 17:18:29.846954	0		0		0		32		135		a
2019-01-11 17:18:29.999331	0		0		1		31		129		a
2019-01-11 17:18:30.152455	0		0		0		35		136		w
2019-01-11 17:18:30.321294	0		0		0		0		128		w
2019-01-11 17:18:30.479114	0		0		0		94		122		w
2019-01-11 17:18:30.636228	0		0		0		141		113		w
2019-01-11 17:18:30.792570	0		0		0		133		107		w
2019-01-11 17:18:30.944821	0		0		0		70		100		d
2019-01-11 17:18:31.096539	0		0		0		64		92		d
2019-01-11 17:18:31.248554	0		0		0		65		89		d
2019-01-11 17:18:31.408625	0		0		0		192		90		w
2019-01-11 17:18:31.565472	0		0		0		153		84		w
2019-01-11 17:18:31.716848	0		0		0		67		78		w
2019-01-11 17:18:31.939452	0		1		1		0		66		w
2019-01-11 17:18:32.105108	0		0		0		0		58		w
2019-01-11 17:18:32.252712	0		0		0		40		51		w
2019-01-11 17:18:32.417254	0		0		0		0		44		w
2019-01-11 17:18:32.563254	0		0		0		30		34		w
2019-01-11 17:18:32.709168	0		0		0		27		30		a
2019-01-11 17:18:32.854654	0		0		0		23		21		a
2019-01-11 17:18:32.999950	0		0		0		23		18		a
2019-01-11 17:18:33.170632	0		0		0		37		0		a
2019-01-11 17:18:33.326483	0		0		0		27		196		a
2019-01-11 17:18:33.481904	0		0		0		28		62		w
2019-01-11 17:18:33.637140	0		0		0		31		190		w
2019-01-11 17:18:33.815518	0		0		0		0		269		w
2019-01-11 17:18:34.145215	1		0		1		295		248		w
2019-01-11 17:18:34.315977	0		0		0		299		186		w
2019-01-11 17:18:34.470471	0		0		0		57		151		w
2019-01-11 17:18:34.639732	0		0		0		0		145		w
2019-01-11 17:18:34.794294	0		0		0		69		130		w
2019-01-11 17:18:34.958281	0		0		0		155		204		w
2019-01-11 17:18:35.117316	0		0		0		155		121		w
2019-01-11 17:18:35.275766	1		0		0		150		116		w
2019-01-11 17:18:35.433595	0		0		0		147		108		w
2019-01-11 17:18:35.589517	0		0		1		120		103		w
2019-01-11 17:18:35.748031	0		0		0		144		127		w
2019-01-11 17:18:35.905448	0		0		0		143		115		w
2019-01-11 17:18:36.061319	0		0		0		118		114		w
2019-01-11 17:18:36.216688	0		0		0		140		84		w
2019-01-11 17:18:36.374061	0		0		0		149		108		w
2019-01-11 17:18:36.530333	0		0		0		153		81		w
2019-01-11 17:18:36.687479	0		0		0		160		83		w
2019-01-11 17:18:36.844456	0		0		0		164		76		w
2019-01-11 17:18:37.001300	0		1		0		169		68		w
2019-01-11 17:18:37.165543	1		0		0		0		63		w
2019-01-11 17:18:37.331803	0		0		0		0		56		w
2019-01-11 17:18:37.497816	0		0		0		0		46		a
2019-01-11 17:18:37.644854	0		0		0		37		37		a
2019-01-11 17:18:37.791255	0		0		0		37		34		a
2019-01-11 17:18:37.943053	0		0		0		60		103		a
2019-01-11 17:18:38.094048	1		0		0		44		105		a
2019-01-11 17:18:38.249743	0		0		0		43		186		a
2019-01-11 17:18:38.414034	0		0		0		197		179		a
2019-01-11 17:18:38.572861	0		0		0		196		86		a
2019-01-11 17:18:38.733049	0		0		0		277		28		a
2019-01-11 17:18:38.888037	0		0		0		190		27		a
2019-01-11 17:18:39.043502	0		0		0		193		28		a
2019-01-11 17:18:39.190239	0		0		0		35		31		a
2019-01-11 17:18:39.336931	0		0		0		34		32		a
2019-01-11 17:18:39.641155	0		0		0		66		97		a
2019-01-11 17:18:39.801606	0		0		0		43		267		a
2019-01-11 17:18:39.961813	0		0		0		119		59		w
2019-01-11 17:18:40.125816	0		1		0		196		173		w
2019-01-11 17:18:40.289290	0		0		0		196		164		w
2019-01-11 17:18:40.452247	0		0		1		196		153		w
2019-01-11 17:18:40.614718	0		0		1		194		144		w
2019-01-11 17:18:40.776138	0		0		0		193		134		w
2019-01-11 17:18:40.937165	0		0		0		193		125		w
2019-01-11 17:18:41.097306	0		0		0		191		114		w
2019-01-11 17:18:41.257184	0		0		0		192		106		w
2019-01-11 17:18:41.417018	0		0		1		191		98		w
2019-01-11 17:18:41.576523	0		0		1		194		88		w
2019-01-11 17:18:41.735379	0		0		1		193		79		w
2019-01-11 17:18:41.893651	0		0		0		193		70		w
2019-01-11 17:18:42.051464	0		1		0		193		61		w
2019-01-11 17:18:42.208781	0		0		0		194		51		w
2019-01-11 17:18:42.365571	0		0		0		192		44		d
2019-01-11 17:18:42.521903	0		0		0		197		43		d
2019-01-11 17:18:42.690995	0		0		0		269		188		d
2019-01-11 17:18:42.854995	0		1		0		185		185		d
2019-01-11 17:18:43.024036	0		0		0		195		258		d
2019-01-11 17:18:43.178761	0		0		0		34		172		d
2019-01-11 17:18:43.335403	0		0		0		60		185		d
2019-01-11 17:18:43.481642	0		0		0		48		20		d
2019-01-11 17:18:43.628041	0		0		0		49		22		d
2019-01-11 17:18:43.784324	0		0		0		200		37		d
2019-01-11 17:18:43.941073	0		0		0		183		35		d
2019-01-11 17:18:44.111190	0		0		0		273		191		d
2019-01-11 17:18:44.275809	0		0		0		186		184		d
2019-01-11 17:18:44.594664	0		0		0		0		173		d
2019-01-11 17:18:44.747755	0		0		0		4		180		d
2019-01-11 17:18:44.893986	0		0		0		47		21		d
2019-01-11 17:18:45.040164	0		0		0		47		20		d
2019-01-11 17:18:45.196453	0		0		0		202		37		d
2019-01-11 17:18:45.352457	0		0		0		197		34		d
2019-01-11 17:18:45.519970	0		0		0		222		198		d
2019-01-11 17:18:45.682586	0		0		0		188		145		w
2019-01-11 17:18:45.841850	0		1		0		103		175		w
2019-01-11 17:18:46.000645	0		0		1		105		166		w
2019-01-11 17:18:46.163993	0		0		1		192		157		w
2019-01-11 17:18:46.326763	0		0		0		192		147		w
2019-01-11 17:18:46.482469	0		0		0		80		139		w
2019-01-11 17:18:46.644279	0		0		0		194		129		w
2019-01-11 17:18:46.805710	0		0		0		195		119		w
2019-01-11 17:18:46.966471	0		0		1		197		110		w
2019-01-11 17:18:47.126566	0		0		1		201		102		w
2019-01-11 17:18:47.286206	0		0		0		201		94		d
2019-01-11 17:18:47.445548	0		0		1		202		89		d
2019-01-11 17:18:47.608254	0		0		0		243		97		w
2019-01-11 17:18:47.770985	0		0		0		233		94		w
2019-01-11 17:18:47.933025	0		0		0		177		108		w
2019-01-11 17:18:48.093916	0		0		0		236		82		w
2019-01-11 17:18:48.254645	0		0		0		236		78		w
2019-01-11 17:18:48.415679	0		0		0		234		85		w
2019-01-11 17:18:48.572788	0		0		0		170		80		w
2019-01-11 17:18:48.730104	0		0		0		178		66		w
2019-01-11 17:18:48.891629	0		0		0		236		81		w
2019-01-11 17:18:49.050575	1		0		0		235		42		w
2019-01-11 17:18:49.209064	0		0		1		241		35		w
2019-01-11 17:18:49.359393	0		0		0		107		30		d
2019-01-11 17:18:49.520326	0		0		0		202		116		d
2019-01-11 17:18:49.680957	0		0		1		198		113		d
2019-01-11 17:18:49.843301	0		0		0		182		119		w
2019-01-11 17:18:50.006751	0		0		0		229		119		w
2019-01-11 17:18:50.169310	0		0		0		126		213		w
2019-01-11 17:18:50.330712	0		0		0		222		104		w
2019-01-11 17:18:50.486824	0		0		0		136		101		w
2019-01-11 17:18:50.642638	0		0		0		141		90		w
2019-01-11 17:18:50.802654	0		0		0		187		83		w
2019-01-11 17:18:50.963152	0		0		0		221		76		a
2019-01-11 17:18:51.118890	0		0		0		156		67		a
2019-01-11 17:18:51.274006	0		0		0		155		64		a
2019-01-11 17:18:51.429837	0		0		0		163		69		a
2019-01-11 17:18:51.580308	0		0		0		77		64		a
2019-01-11 17:18:51.731018	0		0		0		76		68		a
2019-01-11 17:18:51.888142	0		0		0		108		146		a
2019-01-11 17:18:52.043328	0		0		0		76		144		a
2019-01-11 17:18:52.208217	0		0		0		178		207		a
2019-01-11 17:18:52.367827	0		0		0		159		137		a
2019-01-11 17:18:52.528744	0		0		0		156		158		a
2019-01-11 17:18:52.684353	0		0		0		151		66		a
2019-01-11 17:18:52.839986	0		0		0		149		65		a
2019-01-11 17:18:52.997754	0		0		0		172		83		w
2019-01-11 17:18:53.148534	0		0		0		78		65		w
2019-01-11 17:18:53.298552	0		0		0		74		58		w
2019-01-11 17:18:53.447877	0		1		1		71		50		w
2019-01-11 17:18:53.596693	0		0		0		70		42		w
2019-01-11 17:18:53.745265	0		0		0		64		36		d
2019-01-11 17:18:53.911399	0		0		0		0		35		d
2019-01-11 17:18:54.063323	0		0		0		111		54		d
2019-01-11 17:18:54.219537	0		0		0		193		45		d
2019-01-11 17:18:54.382470	0		0		0		262		90		d
2019-01-11 17:18:54.545724	0		1		0		174		182		d
2019-01-11 17:18:54.709856	0		1		1		176		186		d
2019-01-11 17:18:54.864622	1		0		1		38		164		d
2019-01-11 17:18:55.019256	1		0		0		36		164		d
2019-01-11 17:18:55.184918	0		0		0		69		0		d
2019-01-11 17:18:55.332427	0		0		0		57		22		d
2019-01-11 17:18:55.499434	0		0		0		0		45		d
2019-01-11 17:18:55.656420	0		0		0		195		45		d
2019-01-11 17:18:55.813670	0		0		0		195		48		d
2019-01-11 17:18:55.972660	0		0		0		181		35		w
2019-01-11 17:18:56.130997	0		0		0		186		88		w
2019-01-11 17:18:56.294842	0		0		0		194		173		w
2019-01-11 17:18:56.453129	0		0		0		196		73		d
2019-01-11 17:18:56.613836	0		1		0		196		118		d
2019-01-11 17:18:56.777500	0		1		0		202		161		d
2019-01-11 17:18:57.100371	0		1		1		0		182		w
2019-01-11 17:18:57.256392	0		0		0		4		230		w
2019-01-11 17:18:57.423432	0		0		0		201		220		w
2019-01-11 17:18:57.589279	0		0		0		191		210		w
2019-01-11 17:18:57.754566	0		0		0		187		200		w
2019-01-11 17:18:57.910620	0		0		0		189		34		w
2019-01-11 17:18:58.065823	0		1		0		186		24		w
2019-01-11 17:18:58.227345	0		0		1		183		134		w
2019-01-11 17:18:58.384913	0		0		1		141		109		w
2019-01-11 17:18:58.543123	0		0		1		136		124		w
2019-01-11 17:18:58.702158	0		1		0		182		92		w
2019-01-11 17:18:58.858719	0		0		0		146		87		w
2019-01-11 17:18:59.013221	0		0		0		118		80		w
2019-01-11 17:18:59.167129	0		0		0		114		74		w
2019-01-11 17:18:59.320989	0		0		0		110		77		w
2019-01-11 17:18:59.478720	0		0		0		196		57		w
2019-01-11 17:18:59.636416	0		0		0		203		49		w
2019-01-11 17:18:59.793797	0		1		0		207		40		w
2019-01-11 17:18:59.948785	0		0		0		172		32		a
2019-01-11 17:19:00.246240	0		0		0		77		13		a
2019-01-11 17:19:00.402494	0		0		0		87		151		a
2019-01-11 17:19:00.555033	0		0		0		33		142		a
2019-01-11 17:19:00.707500	0		0		0		30		144		a
2019-01-11 17:19:00.868643	0		0		1		166		156		a
2019-01-11 17:19:01.032295	0		0		1		157		194		a
2019-01-11 17:19:01.190239	0		1		0		139		101		a
2019-01-11 17:19:01.348635	0		0		0		209		64		a
2019-01-11 17:19:01.506723	0		0		0		208		62		a
2019-01-11 17:19:01.663295	0		0		0		230		14		a
2019-01-11 17:19:01.810704	0		0		0		74		11		a
2019-01-11 17:19:01.975559	0		0		0		77		297		a
2019-01-11 17:19:02.128174	0		0		0		21		145		a
2019-01-11 17:19:02.280938	0		0		0		20		91		a
2019-01-11 17:19:02.445562	1		0		0		171		201		w
2019-01-11 17:19:02.605769	0		0		1		156		149		w
2019-01-11 17:19:02.768417	0		0		0		152		195		w
2019-01-11 17:19:02.930578	0		0		0		155		184		w
2019-01-11 17:19:03.091225	0		0		0		141		172		w
2019-01-11 17:19:03.251318	0		0		0		140		163		w
2019-01-11 17:19:03.408682	0		0		0		134		122		w
2019-01-11 17:19:03.565292	0		0		0		126		119		w
2019-01-11 17:19:03.721157	1		0		0		116		115		w
2019-01-11 17:19:03.878312	1		0		0		120		133		d
2019-01-11 17:19:04.033229	1		0		0		118		96		d
2019-01-11 17:19:04.339755	0		0		0		92		73		d
2019-01-11 17:19:04.494848	0		0		0		135		81		w
2019-01-11 17:19:04.650361	0		0		0		137		87		w
2019-01-11 17:19:04.805432	0		0		0		142		75		w
2019-01-11 17:19:04.961534	0		0		0		150		75		w
2019-01-11 17:19:05.116909	0		0		0		153		60		w
2019-01-11 17:19:05.271775	0		0		0		157		48		w
2019-01-11 17:19:05.428544	1		0		0		163		74		w
2019-01-11 17:19:05.585721	0		0		0		172		72		w
2019-01-11 17:19:05.742180	0		0		0		173		63		w
2019-01-11 17:19:05.898481	0		0		0		179		58		a
2019-01-11 17:19:06.063102	0		0		0		0		47		a
2019-01-11 17:19:06.208965	0		0		0		21		40		a
2019-01-11 17:19:06.354734	0		0		0		21		39		a
2019-01-11 17:19:06.505842	0		0		0		56		90		a
2019-01-11 17:19:06.663147	0		0		0		49		197		a
2019-01-11 17:19:06.825426	0		0		0		53		272		w
2019-01-11 17:19:06.996575	0		0		0		217		265		w
2019-01-11 17:19:07.156157	0		1		0		126		169		w
2019-01-11 17:19:07.325173	0		0		0		209		247		w
2019-01-11 17:19:07.487819	0		0		0		193		153		w
2019-01-11 17:19:07.646116	0		0		0		125		144		w
2019-01-11 17:19:07.808931	0		0		0		198		140		w
2019-01-11 17:19:07.967048	0		0		0		131		131		w
2019-01-11 17:19:08.128141	0		0		0		195		126		w
2019-01-11 17:19:08.286571	0		0		0		164		112		w
2019-01-11 17:19:08.471857	0		0		0		109		105		w
2019-01-11 17:19:08.628933	0		0		0		153		95		w
2019-01-11 17:19:08.785509	0		0		0		146		88		w
2019-01-11 17:19:08.941106	0		0		0		144		43		w
2019-01-11 17:19:09.095848	0		0		0		138		72		w
2019-01-11 17:19:09.249832	0		0		0		133		46		w
2019-01-11 17:19:09.403191	0		0		0		129		55		w
2019-01-11 17:19:09.556990	0		0		0		127		20		d
2019-01-11 17:19:09.716712	0		0		0		177		117		d
2019-01-11 17:19:09.876509	0		0		0		179		110		d
2019-01-11 17:19:10.036373	0		0		0		184		113		d
2019-01-11 17:19:10.213074	0		0		0		0		81		d
2019-01-11 17:19:10.372861	0		0		0		109		39		w
2019-01-11 17:19:10.541377	0		0		0		106		166		w
2019-01-11 17:19:10.699235	0		0		0		103		157		w
2019-01-11 17:19:10.856694	0		0		0		98		145		w
2019-01-11 17:19:11.012804	0		0		0		96		136		w
2019-01-11 17:19:11.168493	1		0		0		94		127		w
2019-01-11 17:19:11.323770	1		0		0		91		120		w
2019-01-11 17:19:11.478060	0		0		0		88		111		w
2019-01-11 17:19:11.631774	0		0		0		86		101		w
2019-01-11 17:19:11.784848	0		0		0		86		93		w
2019-01-11 17:19:11.937138	0		0		0		82		83		w
2019-01-11 17:19:12.090670	0		0		0		81		88		w
2019-01-11 17:19:12.242409	0		0		0		81		68		w
2019-01-11 17:19:12.396751	0		0		0		80		59		s
2019-01-11 17:19:12.547497	0		0		0		80		58		s
2019-01-11 17:19:12.698211	0		0		0		79		58		s
2019-01-11 17:19:12.849285	0		0		0		80		58		s
2019-01-11 17:19:13.001408	0		0		0		80		58		s
2019-01-11 17:19:13.152588	0		0		0		80		58		s
