159.0	592.0	1
159.0	589.0	1
159.0	587.0	1
159.0	586.0	1
159.0	585.0	1
158.0	584.0	1
158.0	583.0	1
158.0	582.0	1
157.0	580.0	1
157.0	579.0	1
157.0	578.0	1
157.0	577.0	1
156.0	576.0	1
156.0	575.0	1
156.0	573.0	1
156.0	572.0	1
155.0	571.0	1
155.0	570.0	1
155.0	569.0	1
155.0	568.0	1
155.0	567.0	1
155.0	566.0	1
155.0	565.0	1
155.0	563.0	1
155.0	562.0	1
154.0	560.0	1
154.0	559.0	1
154.0	557.0	1
154.0	556.0	1
154.0	555.0	1
154.0	553.0	1
154.0	551.0	1
154.0	550.0	1
154.0	548.0	1
154.0	547.0	1
154.0	545.0	1
154.0	544.0	1
154.0	543.0	1
154.0	542.0	1
154.0	541.0	1
154.0	540.0	1
154.0	538.0	1
154.0	537.0	1
154.0	536.0	1
154.0	535.0	1
154.0	533.0	1
154.0	532.0	1
154.0	530.0	1
154.0	529.0	1
154.0	528.0	1
154.0	525.0	1
154.0	523.0	1
154.0	520.0	1
154.0	518.0	1
154.0	516.0	1
154.0	513.0	1
154.0	512.0	1
154.0	510.0	1
154.0	508.0	1
154.0	507.0	1
154.0	505.0	1
154.0	504.0	1
154.0	503.0	1
154.0	502.0	1
154.0	500.0	1
154.0	499.0	1
286.0	509.0	2
286.0	506.0	2
286.0	502.0	2
286.0	499.0	2
286.0	497.0	2
286.0	495.0	2
286.0	493.0	2
286.0	491.0	2
286.0	489.0	2
286.0	488.0	2
286.0	487.0	2
286.0	485.0	2
286.0	484.0	2
286.0	482.0	2
286.0	481.0	2
286.0	480.0	2
286.0	479.0	2
286.0	477.0	2
286.0	475.0	2
286.0	474.0	2
286.0	472.0	2
286.0	470.0	2
286.0	469.0	2
286.0	467.0	2
286.0	465.0	2
286.0	462.0	2
286.0	460.0	2
286.0	457.0	2
286.0	456.0	2
286.0	454.0	2
286.0	452.0	2
286.0	450.0	2
286.0	449.0	2
286.0	447.0	2
286.0	444.0	2
286.0	442.0	2
286.0	440.0	2
286.0	438.0	2
286.0	436.0	2
286.0	433.0	2
286.0	432.0	2
286.0	429.0	2
286.0	425.0	2
286.0	424.0	2
286.0	422.0	2
286.0	420.0	2
286.0	419.0	2
286.0	417.0	2
286.0	416.0	2
286.0	414.0	2
286.0	412.0	2
286.0	411.0	2
286.0	410.0	2
286.0	408.0	2
286.0	407.0	2
286.0	405.0	2
286.0	404.0	2
286.0	403.0	2
286.0	402.0	2
286.0	400.0	2
285.0	399.0	2
285.0	398.0	2
285.0	396.0	2
285.0	395.0	2
285.0	394.0	2
285.0	392.0	2
285.0	391.0	2
285.0	390.0	2
285.0	389.0	2
285.0	388.0	2
285.0	387.0	2
285.0	386.0	2
285.0	385.0	2
285.0	384.0	2
430.0	591.0	3
430.0	588.0	3
430.0	586.0	3
430.0	584.0	3
430.0	581.0	3
430.0	579.0	3
430.0	578.0	3
430.0	576.0	3
430.0	575.0	3
430.0	574.0	3
430.0	573.0	3
430.0	571.0	3
430.0	570.0	3
430.0	569.0	3
430.0	567.0	3
430.0	566.0	3
430.0	564.0	3
430.0	563.0	3
430.0	562.0	3
